id,label
613,326b
614,327a
615,328a
616,328b
617,328c
618,329a
619,329a(cancel)
620,330a
621,330b
622,330c
623,330d(i)
624,331a
625,332a
626,333a
627,333b
628,334a
629,334b
630,334c
631,334d
632,334e
633,334f
634,334h
635,334g
636,335a
637,336a
638,336b
639,336c
640,337a(*)
641,337a(†)
642,338a
643,350a
644,351a
645,352a(i)
646,352a(ii)
647,352b
648,353a
649,353b
650,354a
651,355a
652,356a(i)
653,356a(ii)
654,356b
655,357a(*)
656,357a(†)
657,357b
658,357c
659,357d
660,357e
661,357f(i)
662,357f(ii)
663,358a
664,359a
665,360a
666,360b
667,360c
668,360d
669,360e
670,361a
671,362a
672,363a(*)
673,363a(†)
674,363b
675,363c
676,363d
677,363e(i)
678,363e(ii)
679,363f
680,363g
681,364a
682,365a(*)
683,365a(†)
684,366a
685,367a
686,368a
687,368b(i)
688,368b(ii)
689,379a
690,379c
691,379e
692,380a(*)
693,380a(†)
694,380b
695,380c
696,381a(*)
697,381a(†)
698,382a(*)
699,382a(†)
700,383a
701,384a
702,384b
703,384b(cancel)
704,385a
705,386a
706,386b
707,387a
708,388a
709,389a
710,389b(i*)
711,389b(i†)
712,407a
713,408a
714,408b(*)
715,408b(†)
716,409a
717,410a
718,410b
719,411a
720,412a
721,412b(i)
722,412b(ii)
723,412c
724,413a
725,414a
726,417a
727,418a
728,419a
729,420a(*)
730,420a(†)
731,421a
732,422a
733,423a
734,423b
735,424a(*)
736,424a(†)
737,425a
738,425b
739,425c
740,426a
741,426b
742,426c
743,427a
744,428a
745,429a
746,429b
747,430a
748,433a
749,434a
750,435a
751,436a(*<sup>1</sup>*<sup>2</sup>)
752,"436a(*<sup>1</sup>, †<sup>2</sup>)"
753,436a(†<sup>1</sup>*<sup>2</sup>)
754,"436a(†<sup>1</sup>, †<sup>2</sup>)"
755,437a
756,438a
757,439a(i*)
758,439a(i†)
759,440a
760,441a
761,441b
762,442a
763,443a
764,444a(i*)
765,444a(i†)
766,444a(ii)
767,444a(iii)
768,445a
769,446a
770,447a
771,448a
772,449a(*)
773,449a(†)
774,450a
775,451a
776,452a
777,453a(*)
778,453a(†)
779,454a
780,457b(i)
781,458a
782,459a
783,460a
784,461a
785,462a
786,463a
787,464a
788,465a
789,466a
790,467a(i)
791,467a(ii)
792,468a
793,469a(*)
794,469a(†)
795,469b
796,469c
797,469d
798,470a(i)
799,470a(ii)
800,471a
801,472a(*)
802,472a(†)
803,473a
804,474a
805,475a
806,476a
807,477a
808,478a
809,479a
810,480a
811,481a
812,482a
813,483a
814,484a
815,485a
816,486a(i)
817,486a(ii)
818,487a
819,"488a,b(*)"
820,"488b,a(*)"
821,"488a,b(†)"
822,"488b,a(†)"
823,488c(i)
824,488c(ii)
825,490a
826,491a(*)
827,491a(†)
828,492a
829,493a
830,494a
831,495a
832,496a
833,497a(*)
834,497a(†)
835,498a
836,499a
837,500a
838,501a
839,502a
840,503a(i)
841,503a(ii)
842,504a(*)
843,504a(†)
844,504b
845,504c
846,505a
847,506a
848,507a(*)
849,507a(†)
850,508a
851,509a
852,510a
853,511a(*)
854,511a(†)
855,512a
856,513a
857,514a
858,515a
859,515c(*)
860,515c(†)
861,515b
862,516a
863,517a
864,518a
865,519a
866,520a
867,521a
868,522a
869,523a
870,524a
871,525a
872,525b
873,526a
874,527a
875,531a
876,532a
877,533a(*)
878,533a(†)
879,534a
880,534b(*)
881,534b(†)
882,535a
883,536a(*)
884,536a(†)
885,536a(§)
886,537a
887,537b(*)
888,537b(†)
889,538a(*)
890,538a(†)
891,539a
892,540a(i)
893,540a(ii*)
894,540a(ii†)
895,541a
896,541b(*)
897,541b(†)
898,541c
899,542a(i)
900,542a(ii*)
901,542a(ii†)
902,545a
903,546a
904,549a
905,550a
906,553a(i)
907,553a(ii)
908,554a(i)
909,554a(ii)
910,555a
911,556a
912,557a(*)
913,557a(†)
914,558a(i)
915,559a
916,560a
917,560π
918,560b
919,560c
920,561a(i)
921,561a(ii)
922,562a(*)
923,562a(†)
924,563a
925,564a(*)
926,564a(†)
927,565a
928,565b
929,566a
930,567a
931,568a
932,568b(ii)
933,569a
934,570a
935,570b
936,571a
937,572a
938,573a
939,574a
940,575a(*)
941,575a(†)
942,575a(§)
943,576a
944,577a
945,578a
946,579a(i*)
947,579a(i†)
948,579a(ii*)
949,579a(ii†)
950,"579a(iii*<sup>1</sup>,*<sup>2</sup>)"
951,"579a(iii*<sup>1</sup>, †<sup>2</sup>)"
952,"579a(iii†<sup>1</sup>,*<sup>2</sup>)"
953,"579a(iii†<sup>1</sup>, †<sup>2</sup>)"
954,580a
955,581a
956,582a(i)
957,582a(ii)
958,583a
959,584a(*)
960,584a(†)
961,586a
962,587a(*)
963,587a(†)
964,588a(i)
965,588a(ii)
966,589a(i)
967,589a(ii)
968,590a
969,591a
970,592a
971,593a
972,594a
973,595a(*)
974,595a(†)
975,596a
976,597a
977,598a
978,599a
979,601a
980,602a
981,603a
982,604a
983,605a
984,605b
985,605c
986,621a
987,621b
988,621c
989,622a
990,623a
991,624a(i)
992,624a(ii)
993,626a
994,627a
995,628a
996,628b
997,629a(i)
998,629a(ii)
999,630a
1000,631a
1001,632a
1002,635a
1003,635.5a
1004,636a
1005,671a(i)
1006,671b(i)
1007,671b(ii)
1008,671b(iii)
1009,672a
1010,673a
1011,673.5a
1012,674a
1013,674.5a
1014,675a
1015,676a
1016,676b
1017,677a
1018,678a
1019,678.5a
1020,679a
1021,680a
1022,680b
1023,681a(i*)
1024,681a(i†)
1025,682a
1026,683a
1027,684a
1028,685a
1029,686a
1030,687a
1031,687b
1032,687c
1033,688a
1034,688b
1035,689a
1036,690a
1037,690b
1038,691a
1039,692a
1040,693a(i)
1041,693a(ii)
1042,694a
1043,695a
1044,696a
1045,697a
1046,698a
1047,699a
1048,700a
1049,704a
1050,705a
1051,706a
1052,707a
1053,708a
1054,709a
1055,710a
1056,711a
1057,711b(*)
1058,711b(†)
1059,712a(i*)
1060,712a(i†)
1061,713a
1062,713b(i)
1063,713b(ii)
1064,714a(i)
1065,714a(ii)
1066,715a
1067,716a
1068,717a
1069,721a
1070,722a
1071,723a
1072,724a
1073,725a
1074,726a
1075,727a
1076,728a
1077,729a(*)
1078,729a(†)
1079,730a(i*)
1080,730a(i†)
1081,730a(ii)
1082,730a(iii)
1083,733a(i)
1084,733a(ii)
1085,733a(iii)
1086,733a(iv)
1087,734a
1088,735a
1089,736a
1090,737a
1091,738a(i)
1092,738a(ii)
1093,739a
1094,740a
1095,741a
1096,742a
1097,744a
1098,745a(i)
1099,745a(ii)
1100,746a
1101,747a(i)
1102,747a(ii)
1103,748a
1104,749a
1105,752a(i)
1106,752a(ii)
1107,753a
1108,761a
1109,762a
1110,763a(i)
1111,763a(ii)
1112,763b(i)
1113,764a
1114,765a
1115,766a
1116,767a(i*)
1117,767a(i†)
1118,767a(i§)
1119,767a(i║)
1120,767a(i‡)
1121,767a(ii)
1122,767a(iii)
1123,770a
1124,771a
1125,772a(i)
1126,773a(i*)
1127,773a(i†)
1128,773a(ii)
1129,774a(i)
1130,774a(ii)
1131,775a
1132,776a(i*)
1133,776a(i†)
1134,776a(ii)
1135,777a(i)
1136,777a(ii)
1137,777a(iii)
1138,778a
1139,780a
1140,783a
1141,784a
1142,785a
1143,786a(*)
1144,786a(†)
1145,787a
1146,"788a(*<sup>1,</sup>*<sup>2</sup>)"
1147,"788a(*<sup>1,</sup>, †<sup>2</sup>)"
1148,"788a(*<sup>1,</sup>, §<sup>2</sup>)"
1149,"788a(*<sup>1,</sup>, ||<sup>2</sup>)"
1150,"788a(*<sup>1,</sup>, ‡<sup>2</sup>)"
1151,788a(†<sup>1</sup>‡<sup>2</sup>)
1152,790a(i)
1153,790a(ii)
1154,791a
1155,792a
1156,793a(*)
1157,793a(†)
1158,794a
1159,797a(*)
1160,797a(†)
1161,798a
1162,799a
1163,800a
1164,801a
1165,802a
1166,803a
1167,804a(i)
1168,805a
1169,810a
1170,812a
1171,813a
1172,814a(i)
1173,L1a
1174,L4a(*)
1175,L4a(†)
1176,L5a(i)
1177,L5a(ii)
1178,L5b(i)
1179,L5b(ii)
1180,L6a
1181,L7a
1182,L8a(*)
1183,L8a(†)
1184,L8b
1185,L8c
1186,L8d
1187,L9a
1188,L10a
1189,L11a
1190,L11b
1191,L12a
1192,L13a(*)
1193,L13a(†)
1194,L14a
1195,L15a
1196,L16a
1197,L17a(i)
1198,L17a(ii)
1199,L18a(i)
1200,L18a(ii)
1201,L23a(i)
1202,L23a(ii)
1203,n/a
1204,1a
1205,2a
1206,8a
1207,9a
1208,17a
1209,18a
1210,32a
1211,32b
1212,60a
1213,61a
1214,62a
1215,62b
1216,60b
1217,61b
1218,62c
1219,60c
1220,61c
1221,90a
1222,66a
1223,66b
1224,73a
1225,74a
1226,34b
1227,29b
1228,79a
1229,80a
1230,36b
1231,28d
1232,44b
1233,42b
1234,45b
1235,81a
1236,94a
1237,95a
1238,94b
1239,95b
1240,94c
1241,95c
1242,97a
1243,101a
1244,101b
1245,102b
1246,101c
1247,102c
1248,108a
1249,L2a
1250,L3a
1251,111a(1)
1252,111a(2)
1253,111a(3)
1254,132a
1255,132b
1256,132c
1257,152a
1258,152b
1259,152c
1260,152d
1261,152e
1262,152f
1263,152g
1264,152h
1265,152i
1266,153a
1267,154a
1268,153b
1269,154b
1270,153c
1271,154c
1272,153d
1273,154d
1274,153e
1275,154e
1276,153f
1277,154f
1278,132e
1279,193a
1280,194a
1281,200a
1282,201a
1283,209a
1284,260a(i)
1285,260a(ii)
1286,261a
1287,209b
1288,196c
1289,260b
1290,261b
1291,132f
1292,223c
1293,132g(i)
1294,132g(ii)
1295,227b
1296,223d(i)
1297,223d(ii)
1298,132h(i)
1299,132h(ii)
1300,227c
1301,223b
1302,269a
1303,270a
1304,271a
1305,274a
1306,275a
1307,274b
1308,275b
1309,291a
1310,311a(†)
1311,318a
1312,319a
1313,176b
1314,163d(*)
1315,163d(†)
1316,163d(§)
1317,163d(‡)
1318,181b(*)
1319,181b(†)
1320,186b(*)
1321,186b(†)
1322,186b(§)
1323,216b
1324,259b
1325,304b(*)
1326,304b(†)
1327,303b
1328,296b
1329,200b
1330,201b
1331,339a
1332,340a
1333,341a
1334,269b
1335,270b
1336,237b
1337,271b
1338,280b
1339,342a
1340,343a
1341,344a
1342,345a
1343,346a
1344,347a
1345,348a
1346,349a
1347,176c
1348,163e
1349,181c
1350,186c
1351,216c
1352,259c
1353,304d
1354,303c
1355,296e
1356,200c
1357,201c
1358,339b
1359,340b
1360,341b
1361,269c
1362,270c
1363,237c
1364,271c
1365,280c
1366,342b
1367,343b
1368,344b
1369,345b
1370,346b
1371,347b
1372,348b
1373,349b
1374,119c
1375,138c
1376,284d
1377,369a
1378,370a
1379,371a
1380,372a
1381,373a
1382,374a
1383,375a
1384,376a
1385,377a
1386,378a
1387,223e
1388,325b
1389,227d
1390,207c
1391,132i
1392,390a
1393,391a
1394,187c
1395,392a
1396,393a
1397,168b
1398,150b
1399,170c
1400,172c
1401,394a
1402,120d
1403,395a
1404,396a
1405,397a
1406,398a
1407,141f
1408,145h
1409,167b
1410,165d
1411,399a
1412,119d
1413,138d
1414,142g
1415,400a
1416,279b
1417,401a
1418,117d
1419,143d
1420,402a
1421,403a
1422,404a
1423,197e
1424,265c
1425,379b
1426,405a
1427,406a
1428,390b
1429,391b
1430,187e
1431,392b
1432,393b
1433,168c
1434,150d
1435,170d
1436,172d
1437,394b
1438,120f
1439,395b
1440,396b
1441,397b
1442,398b
1443,141g
1444,145j
1445,167c
1446,165e
1447,399b
1448,119e
1449,138e
1450,142i
1451,400b
1452,279c
1453,401b
1454,117e
1455,143f
1456,402b
1457,403b
1458,404b
1459,197f
1460,265d
1461,379d
1462,405b
1463,406b
1464,415a
1465,416a
1466,431a
1467,432a
1468,431b
1469,432b
1470,431d
1471,432d
1472,431e
1473,432e
1474,431c
1475,432c
1476,431f
1477,432f
1478,455a(*)
1479,455a(†)
1480,457a
1481,456a
1482,99b
1483,84e
1484,82d(i)
1485,82d(ii)
1486,105b
1487,106b
1488,125c(i)
1489,125c(ii)
1490,418b
1491,489a
1492,278b
1493,184b
1494,185b(i)
1495,185b(ii)
1496,231b(i)
1497,231b(ii)
1498,252b(i*)
1499,252b(i†)
1500,252b(ii)
1501,230c(i)
1502,230c(ii)
1503,214b(i)
1504,214b(ii)
1505,439a(ii)
1506,528a
1507,529a
1508,530a
1509,209c
1510,196d
1511,260c
1512,261c
1513,543a
1514,544a
1515,547a
1516,548a
1517,547b
1518,548b
1519,547c
1520,548c
1521,547d
1522,548d
1523,431g
1524,432g
1525,469e
1526,551a
1527,552a
1528,585a(i)
1529,585a(ii)
1530,606a
1531,350b
1532,607a
1533,608a
1534,609a
1535,610a
1536,585b
1537,381b
1538,385b
1539,407b
1540,611a
1541,612a
1542,411b
1543,437b
1544,452b
1545,613a
1546,614a
1547,615a
1548,616a
1549,617a
1550,618a
1551,496b
1552,496b(cancel)
1553,496c
1554,496d
1555,600a(i)
1556,600a(ii)
1557,619a
1558,620a
1559,625a
1560,524b
1561,541d
1562,628c
1563,621d
1564,811a
1565,633a
1566,634a
1567,637a
1568,638a
1569,639a
1570,640a
1571,641a
1572,642a
1573,643a
1574,644a
1575,645a
1576,646a
1577,647a
1578,648a
1579,649a
1580,650a
1581,651a
1582,652a
1583,653a
1584,654a
1585,655a
1586,656a
1587,657a
1588,658a
1589,659a
1590,660a
1591,661a
1592,662a
1593,663a
1594,664a
1595,665a
1596,666a
1597,667a
1598,668a
1599,669a
1600,309b
1601,670a
1602,L19a
1603,L20a
1604,L21a
1605,L22a
1606,681a(ii)
1607,701a
1608,570c
1609,702a
1610,703a(*)
1611,703a(†)
1612,309c
1613,718a
1614,719a
1615,720a
1616,731a
1617,732a
1618,743a
1619,750a(i)
1620,751a(i)
1621,750a(ii)
1622,751a(ii)
1623,754a(i)
1624,755a
1625,756a
1626,757a
1627,754a(ii)
1628,769a
1629,758a
1630,759a
1631,760a
1632,768a
1633,447b
1634,458b
1635,485b
1636,779a
1637,781a
1638,782a
1639,795a
1640,771b(i)
1641,796a(i)
1642,568b(i)
1643,671a(ii)
1644,473b(i)
1645,789a
1646,806a
1647,806a(cancel)
1648,807a
1649,808a
1650,809a
